Participant,EAR,MAR,Circularity,MOE,Y
1,0.317214397,0.767460489,0.465475225,2.419374705,0
1,0.317182939,0.789753687,0.443267635,2.489899648,0
1,0.308263393,0.756372247,0.443285488,2.453655751,0
1,0.315693333,0.746328505,0.474531864,2.364093336,0
1,0.228924128,0.751198193,0.385699127,3.281428649,0
1,0.267424276,0.756384228,0.442595021,2.828405262,0
1,0.295543313,0.734321093,0.451879148,2.484647973,0
1,0.297330055,0.7806031,0.443329379,2.625375699,0
1,0.270954357,0.769223139,0.402118556,2.838939917,0
1,0.297965429,0.778792372,0.448975777,2.61370044,0
1,0.268278331,0.809239759,0.419029028,3.016418639,0
1,0.297965429,0.8190276,0.467590227,2.748733647,0
1,0.340146574,0.789900113,0.492751695,2.322234514,0
1,0.297939781,0.76393027,0.465687215,2.564042531,0
1,0.308494648,0.763462115,0.462369658,2.47479857,0
1,0.328733682,0.829903826,0.473597003,2.52454759,0
1,0.307111521,0.773954698,0.441156559,2.520109619,0
1,0.288871321,0.783869234,0.44265403,2.713558517,0
1,0.300217431,0.734768111,0.471704532,2.447453199,0
1,0.293594529,0.785397235,0.460360963,2.675108547,0
1,0.290036119,0.767775678,0.427913266,2.64717264,0
1,0.311561484,0.764696702,0.452205801,2.454400624,0
1,0.307273758,0.766148856,0.46295247,2.493375486,0
1,0.293035603,0.779666547,0.450619384,2.660654677,0
1,0.292539988,0.772145939,0.47266568,2.639454334,0
1,0.323529412,0.802420821,0.476163907,2.480209809,0
1,0.361343256,0.782153889,0.542428427,2.16457309,0
1,0.203942615,0.775171809,0.376024712,3.80093101,0
1,0.309040625,0.761472816,0.441237738,2.463989372,0
1,0.283455829,0.832688108,0.441890958,2.93762916,0
1,0.310034472,0.859578959,0.419263077,2.772527051,0
1,0.339148597,0.727857047,0.502772093,2.146130203,0
1,0.301234991,0.832398545,0.437980352,2.763286366,0
1,0.301427249,0.812862371,0.415625834,2.696711642,0
1,0.308407867,0.862912946,0.455785715,2.797960232,0
1,0.254607859,0.856760509,0.384809835,3.365019881,0
1,0.290542501,0.881910661,0.423720078,3.03539296,0
1,0.353448276,0.738150806,0.484875704,2.088426671,10
1,0.323478786,0.758340209,0.480260237,2.344327488,10
1,0.246201918,0.794357833,0.383416564,3.226448592,10
1,0.346351604,0.616345587,0.514843806,1.779537269,10
1,0.298201414,0.615635706,0.436631648,2.064496271,10
1,0.240590645,0.665693817,0.380254917,2.766914799,10
1,0.217318617,0.548215019,0.390604184,2.52263256,10
1,0.3195791,0.641870207,0.488472404,2.008486186,10
1,0.330351749,0.728126805,0.460318888,2.204095505,10
1,0.304125681,0.70880802,0.435335645,2.330641786,10
1,0.306713454,0.743135006,0.461783925,2.422896667,10
1,0.20480798,0.70920044,0.361038652,3.462757845,10
1,0.343301429,0.695754672,0.497301663,2.026658248,10
1,0.28936311,0.725563886,0.451407796,2.507451228,10
1,0.271529497,0.726757189,0.425511648,2.676531265,10
1,0.335617634,0.672739248,0.505985148,2.004481228,10
1,0.336340601,0.65525226,0.457014828,1.948180676,10
1,0.335054277,0.702551053,0.503929962,2.096827591,10
1,0.284642649,0.762206052,0.387693534,2.677764752,10
1,0.211028978,0.554971368,0.308632075,2.629834885,10
1,0.272555177,0.710341466,0.421060163,2.606229955,10
1,0.303815527,0.870305868,0.426547493,2.864586538,10
1,0.303173847,0.818968401,0.426802095,2.701316125,10
1,0.322847315,0.738961392,0.475661734,2.288888147,10
1,0.317353132,0.757841886,0.452951608,2.388008218,10
1,0.280455742,0.771194194,0.411591872,2.749789285,10
1,0.315975952,0.7765968,0.455836467,2.45777185,10
1,0.2916347,0.756969155,0.386956385,2.595607296,10
1,0.302268407,0.763513863,0.455142371,2.525946629,10
1,0.209306167,0.707485352,0.381513023,3.38014576,10
1,0.286271778,0.719962466,0.426024995,2.514961384,10
1,0.313389678,0.756949782,0.463611152,2.415362837,10
1,0.271827257,0.751479083,0.424367957,2.764546472,10
1,0.280559494,0.767186654,0.424523505,2.734488304,10
1,0.272210141,0.825196666,0.38315181,3.031469231,10
1,0.222875658,0.781220065,0.364810603,3.505183433,10
1,0.281331905,0.804271449,0.430052249,2.858799284,10
1,0.281883073,0.777973565,0.410084104,2.75991586,10
1,0.319422466,0.767526434,0.464612413,2.402856769,10
1,0.244522675,0.811865977,0.363367098,3.32020733,10
1,0.343874009,0.780152531,0.488045437,2.26871619,10
1,0.328587442,0.78172513,0.511035236,2.379047496,10
1,0.336793701,0.764502089,0.503266335,2.269941766,10
1,0.344050773,0.795865644,0.491147118,2.313221493,10
1,0.32971749,0.801272373,0.459652873,2.430178553,10
1,0.293818409,0.784735049,0.435835804,2.670816485,10
1,0.326651751,0.785371262,0.454836653,2.404307522,10
1,0.299050847,0.784533035,0.449032071,2.623410174,10
1,0.303666245,0.802772972,0.415561473,2.643602916,10
1,0.279424548,0.792658623,0.438303432,2.836753708,10
1,0.295948647,0.801272373,0.446920218,2.707470982,10
1,0.231561734,0.791138662,0.344239542,3.416534537,10
1,0.277923836,0.783607312,0.433155433,2.819503804,10
1,0.255493753,0.770602406,0.392664888,3.016130127,10
1,0.259512197,0.805991008,0.378341093,3.105792396,10
1,0.311926636,0.798657878,0.450677491,2.560402951,10
1,0.326732107,0.791138662,0.486882573,2.421367978,10
1,0.303606189,0.759511842,0.428977584,2.501634914,10
1,0.243747868,0.819990012,0.40026946,3.364091006,10
1,0.323995704,0.74399087,0.475105258,2.296298566,10
1,0.285649981,0.765292622,0.421548541,2.679127161,10
1,0.27355595,0.825144804,0.404446479,3.016365771,10
1,0.314001328,0.792320655,0.459805195,2.523303513,10
1,0.302812651,0.778123565,0.461017399,2.56965342,10
1,0.318589708,0.776021871,0.468831707,2.435803329,10
1,0.196428284,0.809698253,0.347844178,4.122106227,10
1,0.314001328,0.789078431,0.455172217,2.512978004,10
1,0.251824759,0.78895962,0.415307217,3.132970812,10
1,0.308164162,0.813341462,0.425325911,2.639312299,10
1,0.265463655,0.796615894,0.395170367,3.000847305,10
1,0.209653667,0.805170054,0.37403973,3.840476855,10
1,0.30537732,0.779063868,0.442043276,2.551151699,10
1,0.315329615,0.767802779,0.485063289,2.434921247,10
1,0.299933469,0.774618428,0.410331311,2.582634177,10
1,0.291290339,0.757672834,0.414732253,2.601091534,10
1,0.32307549,0.77453164,0.453181045,2.397370469,10
1,0.301914784,0.773503518,0.453546936,2.561992852,10
1,0.29481406,0.766108082,0.445559487,2.598614474,10
1,0.3050155,0.772768647,0.44126539,2.533538941,10
1,0.317355959,0.797337197,0.465539927,2.51243808,10
1,0.321984163,0.759817666,0.45114324,2.359798254,10
1,0.314334799,0.759823992,0.465211357,2.417244268,10
1,0.304593154,0.766231949,0.43041238,2.515591494,10
1,0.277317538,0.808859263,0.408743271,2.916725968,10
1,0.30021753,0.760858483,0.43308796,2.534357278,10
1,0.298199727,0.823743375,0.431564319,2.762388097,10
1,0.350611079,0.795226459,0.520462611,2.2681156,10
1,0.327272727,0.80483453,0.47403655,2.459216619,10
1,0.315984326,0.798697068,0.447918927,2.527647736,10
1,0.321377336,0.794908897,0.458226215,2.473444171,10
1,0.303523039,0.820610655,0.444565109,2.703618997,10
1,0.297833388,0.800710844,0.433433182,2.688452259,10
1,0.306850612,0.79055545,0.428727384,2.576352853,10
1,0.289429146,0.777568015,0.411913749,2.686557401,10
1,0.321428571,0.824366432,0.460228376,2.564695567,10
1,0.28163204,0.804513132,0.425233937,2.856610814,10
1,0.333564014,0.790859141,0.485768691,2.370936635,10
1,0.330304484,0.812061439,0.453203511,2.458523814,10
1,0.333104945,0.816420822,0.462451249,2.450941767,10
1,0.33384734,0.807861995,0.516994668,2.419854518,10
1,0.330304484,0.83071033,0.455218522,2.514983511,10
1,0.327218646,0.813934155,0.472844703,2.487432074,10
1,0.34539746,0.813849147,0.490482039,2.35626848,10
1,0.315142933,0.799140653,0.477515903,2.535803814,10
1,0.336560342,0.827232151,0.470209002,2.457901445,10
1,0.324380766,0.799206278,0.494961523,2.463790585,10
1,0.314497369,0.834945429,0.476347146,2.654856646,10
1,0.314873465,0.798302932,0.479357455,2.53531345,10
1,0.32401852,0.821496031,0.466780373,2.535336656,10
1,0.299554712,0.822821974,0.416006498,2.746816993,10
1,0.310437887,0.8249852,0.416393345,2.657488778,10
1,0.314599114,0.804943567,0.47392591,2.558632654,10
1,0.183520663,0.789219167,0.310025994,4.300437647,10
1,0.175713997,0.712179753,0.336331903,4.053062168,10
1,0.281480952,0.88249419,0.430330003,3.135182622,10
1,0.367499674,0.755042049,0.514384605,2.054538008,10
1,0.28802612,0.807550433,0.41856147,2.803740271,10
1,0.3295194,0.805127374,0.456832516,2.443338313,10
1,0.300442411,0.816772639,0.425552662,2.718566387,10
1,0.335915656,0.769033056,0.497621753,2.289363539,10
1,0.324606708,0.813770374,0.477944733,2.506942567,10
1,0.346756908,0.862719797,0.49695054,2.487967151,10
1,0.295271889,0.786153379,0.445905709,2.662472818,10
1,0.313010703,0.906400209,0.464496944,2.89574829,10
1,0.316818622,0.867750801,0.460090042,2.738951377,10
1,0.318589708,0.881132256,0.468831707,2.765727309,10
1,0.340106397,0.903338135,0.49039527,2.656045707,10
1,0.325836304,0.850305241,0.457662735,2.609608662,10
1,0.345143848,0.891474376,0.523463526,2.582906755,10
1,0.341897103,0.877846936,0.489920887,2.567576412,10
1,0.332386433,0.843161867,0.474202774,2.536691588,10
1,0.228174409,0.884435289,0.425344924,3.87613708,10
1,0.329463929,0.838842789,0.461944414,2.546083854,10
1,0.308804145,0.823746698,0.451429283,2.667537699,10
1,0.292134979,0.871426332,0.439487917,2.982957861,10
1,0.319761325,0.875075877,0.469263344,2.73665327,10
1,0.292593233,0.875857182,0.393925551,2.993429385,10
1,0.336038912,0.817081255,0.478380635,2.431507856,10
1,0.276609361,0.731135683,0.412363083,2.643206575,10
1,0.291204396,0.794631794,0.459441051,2.728776785,10
1,0.368198954,0.81181504,0.543463424,2.204827121,10
1,0.286848519,0.789803483,0.415821875,2.753381771,10
1,0.306085663,0.798302932,0.432805963,2.608102989,10
1,0.293437456,0.801201293,0.442515384,2.730398853,10
1,0.202485551,0.828650425,0.333622164,4.092392876,10
1,0.262938672,0.76757713,0.397898804,2.919224948,10
1,0.30988531,0.808866553,0.436646058,2.610212645,10
1,0.29383778,0.670191605,0.412133202,2.28082177,10
1,0.16380211,0.770369158,0.334773474,4.703047836,10
1,0.299147939,0.776500785,0.445810713,2.595708288,10
1,0.262808732,0.73665565,0.373900282,2.803010557,10
1,0.304463843,0.764077895,0.431593759,2.509585005,10
1,0.317141163,0.739383322,0.457889215,2.331401309,10
1,0.294014375,0.706176377,0.461857184,2.401843026,10
1,0.355318212,0.64669592,0.516303638,1.820047209,10
1,0.293279737,0.765353602,0.429767211,2.609636828,10
1,0.295322112,0.751952472,0.436574813,2.546211206,10
1,0.338409103,0.682735096,0.481244023,2.017484426,10
1,0.325593373,0.60219032,0.456234933,1.849516512,10
1,0.299579689,0.760443792,0.424949585,2.538368983,10
1,0.318994347,0.732502607,0.439378018,2.29628711,10
1,0.298652478,0.730949775,0.467877088,2.447492746,10
1,0.277494475,0.782174225,0.429260834,2.818701978,10
1,0.297119607,0.778269359,0.412768382,2.619380682,10
1,0.291201401,0.776489847,0.40938951,2.666504508,10
1,0.289757641,0.796293316,0.427182059,2.748135697,10
1,0.279463852,0.798858984,0.382545473,2.858541377,10
1,0.290600784,0.823254565,0.427191183,2.832939935,10
1,0.33366426,0.765807769,0.466662971,2.295144732,10
1,0.317615638,0.800309481,0.46013333,2.51974206,10
1,0.276277769,0.785055224,0.398275105,2.84154323,10
1,0.315987014,0.748891281,0.477000936,2.370006512,10
1,0.25906388,0.808801502,0.399649062,3.122015704,10
1,0.338560089,0.761203526,0.480039554,2.248355761,10
1,0.337731402,0.74830219,0.452865931,2.21567253,10
1,0.320173754,0.78811893,0.463394261,2.461535085,10
1,0.304470948,0.791328101,0.433270868,2.599026627,10
1,0.284629132,0.822119619,0.422906623,2.888388881,10
1,0.33611781,0.72405941,0.454069605,2.154183409,10
1,0.306018326,0.777614093,0.4601072,2.541070344,10
1,0.294548083,0.739025491,0.418761369,2.509014776,10
1,0.249235816,0.802437945,0.383176353,3.219593227,10
1,0.302305145,0.735073593,0.455123526,2.431561636,10
1,0.294523745,0.813391177,0.437260758,2.761716809,10
1,0.302305145,0.728177424,0.455123526,2.408749688,10
1,0.327344657,0.759269886,0.482027384,2.319481529,10
1,0.364843137,0.749973909,0.475521166,2.05560646,10
1,0.326431275,0.78089519,0.446405036,2.392219283,10
1,0.330267142,0.787503004,0.460306839,2.384442485,10
1,0.312008878,0.778731031,0.420082561,2.495861769,10
1,0.332675721,0.792672824,0.439365706,2.382719191,10
1,0.32212518,0.776051491,0.467173073,2.409161221,10
1,0.314355788,0.770140903,0.452783209,2.449902093,10
1,0.30938706,0.805394185,0.44883721,2.60319286,10
1,0.32419027,0.80503225,0.446506176,2.483209164,10
1,0.228194066,0.792882208,0.363134882,3.474596078,10
1,0.184536442,0.815955532,0.335381844,4.421649859,10
1,0.338520282,0.808348822,0.47381304,2.387888895,10
1,0.244666286,0.762420287,0.370585961,3.116164056,10
1,0.316919673,0.800975839,0.430594181,2.527378095,10
1,0.299050847,0.786903828,0.448705787,2.631337898,10
1,0.288893318,0.77786198,0.428424106,2.692557881,10
1,0.314640861,0.792538639,0.433117457,2.518867504,10
1,0.254112029,0.713135887,0.372714768,2.806383822,10
1,0.267375605,0.808466365,0.410119607,3.023710282,10
1,0.273018329,0.804890711,0.403996233,2.948119687,10
1,0.282096245,0.824062064,0.417024331,2.921208904,10
1,0.268865906,0.808839461,0.418850073,3.008337776,10
1,0.281493791,0.841119416,0.420874503,2.988056729,10
1,0.307314865,0.841374112,0.465002463,2.737824318,10
1,0.309594631,0.854690166,0.449429443,2.760675027,10
1,0.295142618,0.822108307,0.425309022,2.785461189,10
1,0.296694118,0.821423775,0.424394202,2.768588,10
1,0.296694118,0.834588531,0.428966511,2.812959475,10
1,0.276499443,0.838449866,0.437466458,3.032374523,10
1,0.293135985,0.839355272,0.416909598,2.86336484,10
1,0.30951239,0.802772972,0.452107367,2.59366991,10
1,0.277047029,0.797437335,0.433533814,2.878346457,10
1,0.312673042,0.79602396,0.455278862,2.545866939,10
1,0.324355458,0.807176639,0.452620251,2.488555746,10
1,0.292756721,0.828707755,0.444037897,2.830704455,10
1,0.304507273,0.829418168,0.438166871,2.723804134,10
1,0.307421284,0.845428166,0.469738373,2.75006387,10
1,0.309059867,0.816805334,0.421733295,2.642870914,10
1,0.310610662,0.83274489,0.454301779,2.680992612,10
1,0.32574851,0.801284899,0.508892386,2.459826753,10
1,0.281498578,0.801234865,0.427609883,2.846319407,10
1,0.355956075,0.673418352,0.496006474,1.891858012,10
1,0.343315666,0.827811011,0.463281138,2.411224112,10
1,0.317789722,0.820588821,0.469361797,2.582175455,10
1,0.354810681,0.659011658,0.494810705,1.857361384,10
1,0.297331228,0.786382451,0.472570618,2.644802758,10
1,0.275795014,0.79299048,0.435082618,2.875289397,10
1,0.192749952,0.828707755,0.391609998,4.299392788,10
1,0.305104545,0.849920607,0.46712954,2.785670096,10
1,0.300738568,0.797324603,0.43602799,2.651221655,10
1,0.313246146,0.790944922,0.465389097,2.524994905,10
1,0.279668414,0.815843436,0.430749402,2.917181183,10
1,0.300905434,0.804893851,0.453737757,2.674906328,10
1,0.299942324,0.808787904,0.429992183,2.696478082,10
1,0.306011424,0.850631374,0.439163918,2.779737319,5
1,0.300156668,0.883181534,0.430256534,2.942401844,5
1,0.318334556,0.875474318,0.466569708,2.750170538,5
1,0.302995526,0.887505477,0.454278501,2.929104231,5
1,0.340869967,0.890336022,0.496024056,2.61195209,5
1,0.32572019,0.900231306,0.483842573,2.763817942,5
1,0.307848066,0.885411577,0.441759889,2.876131687,5
1,0.333295079,0.887883102,0.480090071,2.663955033,5
1,0.269456818,0.880582032,0.404142299,3.267989423,5
1,0.32572019,0.865520523,0.462220541,2.657251679,5
1,0.325757576,0.866469406,0.502954558,2.659859571,5
1,0.350707208,0.857833031,0.497534856,2.446009125,5
1,0.307655901,0.822202896,0.464604591,2.672475624,5
1,0.384385567,0.857943578,0.530195324,2.231986974,5
1,0.31803583,0.868243142,0.44923275,2.73001675,5
1,0.284783974,0.821835492,0.415516341,2.885820723,5
1,0.325757576,0.826487368,0.46224762,2.537124013,5
1,0.295420638,0.816872241,0.44204329,2.76511569,5
